baker_last_name,baker_age,baker_occupation,hometown,series,episode,signature_bake,show_stopper,technical,result
Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",6,8,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions,2,IN
Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",6,9,Chocolate and Bay Tart,Chocolate Well,3,IN
Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",6,10,Elderflower and Lemon & Spiced Buns,Colossal Curvy Carrot Cake,2,Runner-up
Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",2,1,Apple and Cinnamon Cupcakes,NA,10,IN
Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",2,2,"Stilton, Spinach and New Potato Quichewith Paprika and Walnut Pastry",NA,2,IN
Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",2,3,"Courgette, Caerphilly Cheese and Thyme Loaf",Walnut and Raisin RollsCracked Wheat Logs,10,OUT
Hillery,46,Banker,"Brentwood, Essex",8,1,"Orange, Rhubarb & Ginger Crumble Cake",'Mock-accino and Croissant' Cake,2,IN
Hillery,46,Banker,"Brentwood, Essex",8,2,Rhubarb and Custard Whirls,'Coppit' Game,3,IN
Hillery,46,Banker,"Brentwood, Essex",8,3,Nordic Teacakes,'Owl in the Woods' Bread Sculpture,9,IN
Hillery,46,Banker,"Brentwood, Essex",8,4,'Windy City' Millionaire Shortbreads,Nutty Caramel Cake,2,IN
Hillery,46,Banker,"Brentwood, Essex",8,5,Orange and Ginger Steamed School Pudding,'The Missed Silver Jubilee' Trifle Terrine,7,OUT
Morton,21,Medical student,"Hillswick, Shetland Islands",3,1,"Parsnip, Pear, and Pecan","""Simmer Dim"" Sunset Cake",2,IN
Morton,21,Medical student,"Hillswick, Shetland Islands",3,2,"Tomato, Garlic, and Parmesan FlatbreadsTattie Scones","Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels",2,IN
Morton,21,Medical student,"Hillswick, Shetland Islands",3,3,Apple and Lavender Tarte Tatin,"Rose, Lychee and Raspberry Fruit Tart",1,STAR BAKER
Morton,21,Medical student,"Hillswick, Shetland Islands",3,4,"Hazelnut, Chocolate and Passionfruit Torte","Fig, Chestnut, Cherry and Chocolate Layered Meringue",5,IN
Morton,21,Medical student,"Hillswick, Shetland Islands",3,5,Four Pig Wellington,Sweet Potato Pie,6,IN
Morton,21,Medical student,"Hillswick, Shetland Islands",3,6,Banana and Clove PuddingsClootie Dumplings,"Strawberry, Rhubarb and Ginger Strudel",7,IN
Morton,21,Medical student,"Hillswick, Shetland Islands",3,7,Easter Chelsea Buns,Whisky Kugelhopf-Brioche Baba,1,IN
Morton,21,Medical student,"Hillswick, Shetland Islands",3,8,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,1,STAR BAKER
Morton,21,Medical student,"Hillswick, Shetland Islands",3,9,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",1,STAR BAKER
Morton,21,Medical student,"Hillswick, Shetland Islands",3,10,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,1,Runner-up
Beedle,61,Garden designer,Beckenham,7,1,Lemon and Poppy Seed Drizzle Cake,Chocolate Orange Mirror Cake,7,STAR BAKER
Beedle,61,Garden designer,Beckenham,7,2,Flower Pot Iced Biscuits,Hastings Old Town Fishing Net Shops and Boat,2,IN
Beedle,61,Garden designer,Beckenham,7,3,Chocolate and Cranberry Couronne,Chorizo and Chilli Flower with Parmesan and Pesto Centre,9,IN
Beedle,61,Garden designer,Beckenham,7,4,Meat and Two Veg Yorkshires,Pistachio and White Chocolate Churros,3,IN
Beedle,61,Garden designer,Beckenham,7,5,"Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",1,IN
Beedle,61,Garden designer,Beckenham,7,6,Lime and Coconut Meringue Pie,Three Tier Orange Cake with a Floral Chocolate Collar,4,IN
Beedle,61,Garden designer,Beckenham,7,7,Chocolate and Hazelnut Roulade,"Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",4,IN
Beedle,61,Garden designer,Beckenham,7,8,Tudor Rose Pies,Swans,5,IN
Beedle,61,Garden designer,Beckenham,7,9,"Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers",Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies,1,IN
Beedle,61,Garden designer,Beckenham,7,10,"Red, White and Blue Meringue Crown",Family Favourites Feast,3,Runner-up
Basu,63,Teacher of Modern Languages,"Formby, Liverpool",2,1,Raspberry and Cream Cupcakes,Chocolate Marble Cakewith Dark and White Chocolate Truffles,8,IN
Basu,63,Teacher of Modern Languages,"Formby, Liverpool",2,2,Quiche Printanière,Red Fruit TartsChocolate and Cherry Tarts,8,IN
Basu,63,Teacher of Modern Languages,"Formby, Liverpool",2,3,Zupfe Loaf with Gruyère Cheese,Apple and Walnut Granary Rolls Red Onion Cottage Rolls,8,IN
Basu,63,Teacher of Modern Languages,"Formby, Liverpool",2,4,Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",4,IN
Basu,63,Teacher of Modern Languages,"Formby, Liverpool",2,5,Chicken and Chestnut Pie,Rhubarb Meringue Pie,1,STAR BAKER
Basu,63,Teacher of Modern Languages,"Formby, Liverpool",2,6,Rhubarb and Ginger Baked Cheesecake,Orange and Nougatine Croquembouche,5,IN
Basu,63,Teacher of Modern Languages,"Formby, Liverpool",2,7,Chocolate Amaretto Mousse Cake,Pain Aux RaisinPlain CroissantPain Au Chocolat,4,OUT
Randhawa,45,Assistant Credit Control Manager,Birmingham,1,1,Fresh Mango and Passion Fruit Hummingbird Cake,NA,NA,IN
Randhawa,45,Assistant Credit Control Manager,Birmingham,1,2,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs,2,IN
Randhawa,45,Assistant Credit Control Manager,Birmingham,1,3,Focaccia,"Mango and Sultana Buns
Pan au Chocolat with Mars Bars
Tutti Frutti Wheel with Jelly Tots",5,IN
Randhawa,45,Assistant Credit Control Manager,Birmingham,1,4,Sticky Toffee Pudding with Tropical Fruit & Toffee Sauce,"Bread & Butter Pudding, Treacle Suet Pudding with Fresh Fruit, Apple and Pineapple Crumble",2,IN
Randhawa,45,Assistant Credit Control Manager,Birmingham,1,5,Chicken and Mushroom Pie,"Jaggery, Carrot, and Spiced Condensed Milk Tart  Fruit and Custard Tart  Thai Chili Red Onion, Duck in Plum Sauce, Salmon and Prawn Canapés",4,OUT
White,19,Civil Engineering Student,Croydon,2,1,Lemon Meringue CupcakesApple and Cinnamon Cupcakes,NA,6,IN
White,19,Civil Engineering Student,Croydon,2,2,Salmon and Pak Choi Quiche,Mint Chocolate Tarts Blueberry Bakewell Tarts,3,STAR BAKER
White,19,Civil Engineering Student,Croydon,2,3,Cheese and Onion Tear and Share Loaf,NA,7,IN
White,19,Civil Engineering Student,Croydon,2,4,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",1,STAR BAKER
White,19,Civil Engineering Student,Croydon,2,5,Brown Down Chicken Pie,Plum Meringue Pie,7,OUT
Whaite,22,Law student,Wigan,3,1,"Toffee Apple, Orange & Cranberry",Hidden Pink Hearts Cake,11,IN
Whaite,22,Law student,Wigan,3,2,"Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas","Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels",1,STAR BAKER
Whaite,22,Law student,Wigan,3,3,Apple and Vanilla Tarte Tatin with Walnut Praline,"Berries, Grapes, Pomegranate, and Dragon Fruit Tart",6,IN
Whaite,22,Law student,Wigan,3,4,'Torte Noir' Black Forest Torte with Boozy Cream,Elderflower and Bramble Berry Pavlova,6,IN
Whaite,22,Law student,Wigan,3,5,Venison and Haggis Wellington,Star-Spangled Pecan Pie,2,IN
Whaite,22,Law student,Wigan,3,6,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,Did not complete due to injury,5,IN
Whaite,22,Law student,Wigan,3,7,Cherry and Almond Saffron Buns,Marzipan Stollen,3,IN
Whaite,22,Law student,Wigan,3,8,Asian Spice Crackers,Gingerbread Roman Coliseum,3,IN
Whaite,22,Law student,Wigan,3,9,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,2,IN
Whaite,22,Law student,Wigan,3,10,Italian Sausage and Roasted Vegetable Pithivier,Heaven and Hell Chiffon Cake,2,WINNER
Shepherd,25,Research Analyst,St Albans,1,1,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry,9,IN
Shepherd,25,Research Analyst,St Albans,1,2,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream,1,IN
Shepherd,25,Research Analyst,St Albans,1,3,"Anchovy, Sweet Paprika and Oregano Bread","Sticky Lemon Honey Bun
Olive and Anchovy Roll
Sundried Tomatoes and Fresh Herbs Roll
Stilton, Walnut and Apple Roll
Cinnamon and Cardamom Chelsea Bun",6,OUT
Cox,32,IT Manager,"Sneinton, Nottingham",5,1,Kawaii Frasier Swiss Roll,Lemon Drizzle Cakes with Blueberry and Lemon Curd,12,IN
Cox,32,IT Manager,"Sneinton, Nottingham",5,2,"Sourdough, Parmesan and Chilli Biscuits",Monster Attack,6,IN
Cox,32,IT Manager,"Sneinton, Nottingham",5,3,Rye and Spelt Bread Rolls,Strawberry Raspberry Cheesecake Brioche,10,OUT
Chernogorova,21,Aviation Broker,"Crawley, West Sussex",8,1,Courgette and Lemon Cake,'Russian Doll' Cake,3,IN
Chernogorova,21,Aviation Broker,"Crawley, West Sussex",8,2,Middle Eastern Delight Sandwich Biscuits,'A British Baking' Game,4,IN
Chernogorova,21,Aviation Broker,"Crawley, West Sussex",8,3,Earl Grey Dried Fruit Teacakes,'The Snail Under a Mushroom' Bread Sculpture,2,STAR BAKER
Chernogorova,21,Aviation Broker,"Crawley, West Sussex",8,4,Pecan Salted Caramel Millionaire Shortbreads,Poppy Seed Caramel Cake,9,IN
Chernogorova,21,Aviation Broker,"Crawley, West Sussex",8,5,Orange & Treacle Steamed School Pudding,'Opulent Ornament' Trifle Terrine,3,IN
Chernogorova,21,Aviation Broker,"Crawley, West Sussex",8,6,'Pies from the Tree' Decorative Pies,'Special Occasion' Pie,7,OUT
Barmby,37,Nurse,"Brooke, Norfolk",7,1,Berry Best Apple and Bramble Drizzle Cake,One Swallow Does Not Make A Summer Cake,4,IN
Barmby,37,Nurse,"Brooke, Norfolk",7,2,"""A Biscuit for the Broads""","""I Promise I will do my best""",1,IN
Barmby,37,Nurse,"Brooke, Norfolk",7,3,Cobbled Loaf,The Corn Maiden,8,IN
Barmby,37,Nurse,"Brooke, Norfolk",7,4,Christmas Dinner Compromise,Hot Cross Bunny Churros,7,OUT
Henry,41,Furniture Restorer,"Brighton, East Sussex",5,1,Red Velvet and White Chocolate Swiss Roll,Mini Tiered Victoria Sponges,6,IN
Henry,41,Furniture Restorer,"Brighton, East Sussex",5,2,Parmesan and Apple Biscuits,Tea Time,4,IN
Henry,41,Furniture Restorer,"Brighton, East Sussex",5,3,Orange and Cardamom Rye Bread Knots,"Prosciutto, Olive and Coriander Bread",1,IN
Henry,41,Furniture Restorer,"Brighton, East Sussex",5,4,Chocolate and Salted Caramel Molten Puddings,"Pistachio, Raspberry and Chocolate Baked Alaska",7,IN
Henry,41,Furniture Restorer,"Brighton, East Sussex",5,5,Rhubarb and Custard Tart,"Rhubarb, Prune and Apple Pies",3,STAR BAKER
Henry,41,Furniture Restorer,"Brighton, East Sussex",5,6,"Pecan, Chocolate and Sour Cherry Yeast Cake",Trio of Dobos Tortes,6,IN
Henry,41,Furniture Restorer,"Brighton, East Sussex",5,7,Spinach and Paneer Spicy Samosa,Neapolitan & Lemon Meringue Éclairs,4,OUT
Lyon,29,Health and safety inspector,Merseyside,8,1,Moroccan Strawberry and Rose Cake,'Chocolate Terrarium' Cake,1,IN
Lyon,29,Health and safety inspector,Merseyside,8,2,Coconut Seashells for a Titanic Afternoon Tea,'Jungle' Game,8,IN
Lyon,29,Health and safety inspector,Merseyside,8,3,Blueberry Buns,'Kraken' Bread Sculpture,10,IN
Lyon,29,Health and safety inspector,Merseyside,8,4,Salted Bay Caramel Millionaire Shortbreads,Sticky Toffee Apple Caramel Cake,6,STAR BAKER
Lyon,29,Health and safety inspector,Merseyside,8,5,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,'My Great Great Nan's' Raspberry Trifle Terrine,8,IN
Lyon,29,Health and safety inspector,Merseyside,8,6,'Vegetarian Pie Faces' Decorative Pies,Potato Curry Pie with Mango & Chilli Glaze,5,IN
Lyon,29,Health and safety inspector,Merseyside,8,7,'Happy Hour' Cocktail Cannoli,'Flavour Fusion' Sfogliatelle,6,IN
Lyon,29,Health and safety inspector,Merseyside,8,8,Burrito Bedfordshire Clangers,'Liver Building Turret' Savoy Cake,2,IN
Lyon,29,Health and safety inspector,Merseyside,8,9,Bellini and Valencian Orange Choux Buns,'Rainbow' Meringue Centrepiece,4,IN
Lyon,29,Health and safety inspector,Merseyside,8,10,"Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet",3,Runner-up
Batsford,31,House husband,"Arlesey, Bedfordshire",2,1,Earl Grey Cupcakes,Chocolate and Sour Cream Cake,12,OUT
Wilson,30,Psychologist,London,4,1,Blood Orange Cake,"Chocolate, Raspberry & Basil Layer Cake",10,IN
Wilson,30,Psychologist,London,4,2,Nigella Seed and Parmesan Breadsticks,Peace Bread,1,IN
Wilson,30,Psychologist,London,4,3,"Peach, Almond and Ginger Trifle",Chocolate Pistachio FinanciersLemon Bergamot Biscuits,6,IN
Wilson,30,Psychologist,London,4,4,Pecan and Rosemary Caramel Apple Pie,"Chicken, Bacon and Butternut Squash Pie",4,STAR BAKER
Wilson,30,Psychologist,London,4,5,Cherry and Almond Bakewell Florentine Slice,Black and White Viennese Biscuit Stack,7,IN
Wilson,30,Psychologist,London,4,6,Chai Spiced Ginger and Date Tea Loaf,Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer,3,IN
Wilson,30,Psychologist,London,4,7,Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard,"Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette",4,IN
Wilson,30,Psychologist,London,4,8,Wild Garlic Pesto and Parma Ham Spelt Loaf,Butternut Squash and Spice Cake Toadstool House,2,IN
Wilson,30,Psychologist,London,4,9,Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken,Passion Fruit and Lime Opera Cake,1,STAR BAKER
Wilson,30,Psychologist,London,4,10,Chicken and Pig Pie,Languages of Love Wedding Cake,1,Runner-up
Harris,51,Retired,"Midlothian, Scotland",1,1,Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,10,OUT
Banfield,67,Pastor,Bolton,7,1,St. Clements Orange and Lemon Drizzle Cake,Strawberry Surprise Mirror Cake,11,OUT
Charles,19,Student,North London,8,1,Apple and Almond Crumble Maple Loaf,'Stackin' Sunday' Cake,8,IN
Charles,19,Student,North London,8,2,Coffee Malted Pecan Shorties,'Classroom Classics' Game,7,IN
Charles,19,Student,North London,8,3,Jamaican Spiced Teacakes,'Kneadapolitan' Bread Sculpture,5,IN
Charles,19,Student,North London,8,4,Salted Peanut Butter Millionaire Shortbreads,White Layered Ginger Caramel Cake,3,IN
Charles,19,Student,North London,8,5,Cherries & Lemons that are 'Baked Well','Cheers Lads' Trifle Terrine,2,IN
Charles,19,Student,North London,8,6,'Standard FC' Decorative Pies,'Nan's Sunday Dinner' Pie,4,STAR BAKER
Charles,19,Student,North London,8,7,'Just Doing Me' Cannoli,'Morning Delivery' Sfogliatelle,2,IN
Charles,19,Student,North London,8,8,'Take Out' Bedfordshire Clangers,'Fort Wizardore' Savoy Cake,5,OUT
Brimelow,44,Police Officer,Manchester,1,1,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",NA,IN
Brimelow,44,Police Officer,Manchester,1,2,Stained Glass Window Shortbread,"Strawberry, Mint, and Cream Meringues  Chocolate Eclairs / Orange, Yellow and Pink Macarons",4,OUT
Williams,46,Hairdresser,Cardiff,7,1,Orange Liqueur and Lemonade Drizzle Cake,White Chocolate Trifle Mirror Glaze Cake,9,IN
Williams,46,Hairdresser,Cardiff,7,2,Baa Bara Brith Biscuits,Gingerbread Wedding,10,OUT
Bellamy,38,Horticulturist,"Grimsby, Lincolnshire",4,1,Timperley Early Cake,Thyme 'Wildwood' Cake,2,IN
Bellamy,38,Horticulturist,"Grimsby, Lincolnshire",4,2,Grissini with Salt,Roast Tomato Bread,12,OUT
Troyano,42,Graphic Designer,"Poynton, Cheshire",5,1,Spanish Swiss Roll,Raspberry and Lemon Genoise Slices with Lemon Drizzles,7,IN
Troyano,42,Graphic Designer,"Poynton, Cheshire",5,2,Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,George Versus The Dragon,3,IN
Troyano,42,Graphic Designer,"Poynton, Cheshire",5,3,Opposites Attract Rolls,Roscón de Reyes,2,STAR BAKER
Troyano,42,Graphic Designer,"Poynton, Cheshire",5,4,Pears in Puddings,Bakewell Alaska,2,IN
Troyano,42,Graphic Designer,"Poynton, Cheshire",5,5,Tropical Manchester Tart,Four Fruity Seasons Tower,6,IN
Troyano,42,Graphic Designer,"Poynton, Cheshire",5,6,Apple and Cinnamon Kugelhopf with Honeyed Apples,The Cage on the Rocky Hill,3,IN
Troyano,42,Graphic Designer,"Poynton, Cheshire",5,7,Childhood Empanadas,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)",5,IN
Troyano,42,Graphic Designer,"Poynton, Cheshire",5,8,Black Forest Cherry Tree,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)",2,IN
Troyano,42,Graphic Designer,"Poynton, Cheshire",5,9,Indian Rose BaklavaHalwa Baklava Rolls,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges",1,IN
Troyano,42,Graphic Designer,"Poynton, Cheshire",5,10,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate,2,Runner-up
Parmar,27,Nursery nurse,Leicester,3,1,"Vanilla, Peach and Raspberry",White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart,6,IN
Parmar,27,Nursery nurse,Leicester,3,2,Indian FlatbreadsItalian Flatbreads,NA,6,IN
Parmar,27,Nursery nurse,Leicester,3,3,"Cinnamon, Apple and Pear Tarte Tatin",Rum and Tropical Fruit Tart,10,IN
Parmar,27,Nursery nurse,Leicester,3,4,"Almond, Chocolate and Cherry Torte",Tiramisu Layered Meringue Dessert,9,IN
Parmar,27,Nursery nurse,Leicester,3,5,Lamb Wellington with Rosemary and Mint,Banana Scotch Pie,5,OUT
Campbell,66,Retired,"Auchterarder, Perthshire",6,1,Zingy Citrus Madeira Cake,A Walk in the Black Forest,3,STAR BAKER
Campbell,66,Retired,"Auchterarder, Perthshire",6,2,Biscotti Italiano,Russian Box,11,OUT
Onley,37,Carpenter and Kitchen Fitter,Milton Keynes,4,1,Lemon and Poppy Seed Cake,Chocolate Monster,5,IN
Onley,37,Carpenter and Kitchen Fitter,Milton Keynes,4,2,Rosemary & Raisin Breadsticks,Sage & Garlic Plait,6,IN
Onley,37,Carpenter and Kitchen Fitter,Milton Keynes,4,3,"Ginger, Mango and Passion Fruit Trifle",Rose and Pistachio MacaroonsChocolate and Raspberry Bites,11,OUT
Whithers,48,Bus Driver,South Wales,1,1,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,NA,OUT
Collison,17,Student,"Ascot, Berkshire",5,1,Tiramisu Swiss Roll,Mini Lemon and Thyme Drizzle Cakes,2,IN
Collison,17,Student,"Ascot, Berkshire",5,2,Caramelised Onion and Goat's Cheese Sandwich Biscuits,Ski Village Scene,5,IN
Collison,17,Student,"Ascot, Berkshire",5,3,Date and Walnut Rye Rolls,Stuffed Sunflower Loaf,3,IN
Collison,17,Student,"Ascot, Berkshire",5,4,Peanut Butter Chocolate Fondants,Key Lime Baked Alaska,1,IN
Collison,17,Student,"Ascot, Berkshire",5,5,"Pistachio, Apricot and Honey Custard Tart",Three Little Pigs Pie,1,IN
Collison,17,Student,"Ascot, Berkshire",5,6,Dark Chocolate and Almond Liqueur Savarin,Chess-Themed Chocolate and Salted Caramel Dobos Torte,4,IN
Collison,17,Student,"Ascot, Berkshire",5,7,Mini Beef Wellingtons,Rhubarb and Custard & Maple Syrup and Bacon Éclairs,3,IN
Collison,17,Student,"Ascot, Berkshire",5,8,Spiced Plum Iced Bread Swirl,Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts,5,OUT
Boermans,45,Housewife,"Kidderminster, Worcestershire",2,1,Banoffee Cupcakes,Chocolate and Raspberry Opera cake,4,IN
Boermans,45,Housewife,"Kidderminster, Worcestershire",2,2,"Roasted Cauliflower, Cheese andCaramelised Onion Quiche",Butterscotch Brulée Tarts in Pecan PastryApple Rose Tarts,9,IN
Boermans,45,Housewife,"Kidderminster, Worcestershire",2,3,Ploughman's Loaf,Herb and Walnut BreadsChocolate and Chilli Buns,5,IN
Boermans,45,Housewife,"Kidderminster, Worcestershire",2,4,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,2,IN
Boermans,45,Housewife,"Kidderminster, Worcestershire",2,5,Chicken and Bacon Pie,Midnight Meringue,2,IN
Boermans,45,Housewife,"Kidderminster, Worcestershire",2,6,Tutti Fruitti Curd Baked Cheesecake,Orange and Praline Croquembouche with Cardamom Caramel,4,IN
Boermans,45,Housewife,"Kidderminster, Worcestershire",2,7,Chocolate and Orange Mousse Cake,Raspberry Rose DanishesPraline SpiralsAlsatian Plaited Danishes,2,IN
Boermans,45,Housewife,"Kidderminster, Worcestershire",2,8,Lemon and Ginger Mille Feuille,Fruit Tarts with Elderflower CustardStrawberry and Rhubarb CheesecakesBlack Fruit Meringue with Everlasting Syllabub,3,Runner-up
Riley,37,Fire fighter,London,6,1,Gin and Tonic Madeira Cake,Black Forest Gateau,7,IN
Riley,37,Fire fighter,London,6,2,"Pistachio, Cranberry and White Chocolate Biscotti",Gingerbread Fire Engine,5,IN
Riley,37,Fire fighter,London,6,3,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",Curry Inspired Brighton Pavilion,8,IN
Riley,37,Fire fighter,London,6,4,Coconut Crème Brûlées,Chocolate Bar Cheesecakes,7,IN
Riley,37,Fire fighter,London,6,5,Sugar Free Carrot Cake,Raspberry and Coconut Ice Cream Roll,4,IN
Riley,37,Fire fighter,London,6,6,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,1,STAR BAKER
Riley,37,Fire fighter,London,6,7,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe,6,OUT
Georgiou,20,Student,Durham,7,1,"Lime, Ginger and Honey Drizzle Cake",Matcha Tea Chocolate Mirror Glaze,3,IN
Georgiou,20,Student,Durham,7,2,"Malt, Chocolate and Orange Iced ""Beer"" Biscuits",Trip to See Santa in Lapland,9,IN
Georgiou,20,Student,Durham,7,3,Chocolate and Chilli Swirl Plait,Cypriot Dove and Olive Branch Plaited Loaf with Houmous,7,OUT
